#                                             Damping parameters   Lande
# Elm Ion      WL_air(nm) Excit(eV) log gf*   Rad.  Stark    Waals  factor  References
'Th 1',      359.561800,    1.022, -0.338, 0.000, 0.000, 0.000,  0.800,'   1 wl:MC   1 MC   1 gf:MC   1 MC   1 MC   1 MC   1 MC    Th'
'Th 1',      359.812000,    0.000, -0.764, 0.000, 0.000, 0.000,  0.800,'   1 wl:MC   1 MC   1 gf:MC   1 MC   1 MC   1 MC   1 MC    Th'
'Th 2',      360.103400,    2.198,  0.700, 0.000, 0.000, 0.000,  1.090,'   1 wl:MC   1 MC   1 gf:MC   1 MC   1 MC   1 MC   1 MC    Th+'
'Th 2',      360.320400,    1.205, -0.342, 0.000, 0.000, 0.000,  1.330,'   1 wl:MC   1 MC   1 gf:MC   1 MC   1 MC   1 MC   1 MC    Th+'
'Th 2',      360.336300,    1.546, -0.692, 0.000, 0.000, 0.000,  1.000,'   1 wl:MC   1 MC   1 gf:MC   1 MC   1 MC   1 MC   1 MC    Th+'
'Th 1',      360.406500,    0.930, -0.434, 0.000, 0.000, 0.000,  1.170,'   1 wl:MC   1 MC   1 gf:MC   1 MC   1 MC   1 MC   1 MC    Th'
'Th 1',      360.468100,    0.479, -0.684, 0.000, 0.000, 0.000,  1.090,'   1 wl:MC   1 MC   1 gf:MC   1 MC   1 MC   1 MC   1 MC    Th'
'Th 1',      360.519400,    1.634,  0.260, 0.000, 0.000, 0.000, 99.000,'   1 wl:MC   1 MC   1 gf:MC   1 MC   1 MC   1 MC   1 MC    Th'
'Th 2',      360.565400,    1.346, -0.695, 0.000, 0.000, 0.000,  1.240,'   1 wl:MC   1 MC   1 gf:MC   1 MC   1 MC   1 MC   1 MC    Th+'
'Th 3',      360.624791,    0.063, -1.200, 0.000, 0.000, 0.000,  0.930,'   2 wl:BPQZS   2 BPQZS   2 gf:BPQZS   2 BPQZS   2 BPQZS   2 BPQZS   2 BPQZS    Th+2'
'Th 2',      360.922500,    1.323, -0.459, 0.000, 0.000, 0.000,  1.000,'   1 wl:MC   1 MC   1 gf:MC   1 MC   1 MC   1 MC   1 MC    Th+'
'Th 2',      360.944500,    0.510, -0.573, 0.000, 0.000, 0.000,  1.140,'   1 wl:MC   1 MC   1 gf:MC   1 MC   1 MC   1 MC   1 MC    Th+'
'Th 2',      361.003900,    1.662, -0.046, 0.000, 0.000, 0.000,  0.970,'   1 wl:MC   1 MC   1 gf:MC   1 MC   1 MC   1 MC   1 MC    Th+'
'Th 2',      361.012600,    1.188, -0.510, 0.000, 0.000, 0.000,  1.230,'   1 wl:MC   1 MC   1 gf:MC   1 MC   1 MC   1 MC   1 MC    Th+'
'Th 3',      361.031836,    1.332, -1.010, 0.000, 0.000, 0.000,  1.190,'   2 wl:BPQZS   2 BPQZS   2 gf:BPQZS   2 BPQZS   2 BPQZS   2 BPQZS   2 BPQZS    Th+2'
'Th 2',      361.039700,    0.909, -0.940, 0.000, 0.000, 0.000,  1.080,'   1 wl:MC   1 MC   1 gf:MC   1 MC   1 MC   1 MC   1 MC    Th+'
'Th 2',      361.079500,    0.510, -1.264, 0.000, 0.000, 0.000,  1.170,'   1 wl:MC   1 MC   1 gf:MC   1 MC   1 MC   1 MC   1 MC    Th+'
'Th 1',      361.242700,    0.000, -0.902, 0.000, 0.000, 0.000,  0.920,'   1 wl:MC   1 MC   1 gf:MC   1 MC   1 MC   1 MC   1 MC    Th'
'Th 1',      361.286600,    0.000, -1.358, 0.000, 0.000, 0.000,  1.690,'   1 wl:MC   1 MC   1 gf:MC   1 MC   1 MC   1 MC   1 MC    Th'
'Th 2',      361.377900,    0.514, -1.417, 0.000, 0.000, 0.000,  1.370,'   1 wl:MC   1 MC   1 gf:MC   1 MC   1 MC   1 MC   1 MC    Th+'
'Th 2',      361.401000,    1.796, -0.150, 0.000, 0.000, 0.000,  1.120,'   1 wl:MC   1 MC   1 gf:MC   1 MC   1 MC   1 MC   1 MC    Th+'
'Th 1',      361.435300,    1.305, -0.070, 0.000, 0.000, 0.000,  1.090,'   1 wl:MC   1 MC   1 gf:MC   1 MC   1 MC   1 MC   1 MC    Th'
'Th 2',      361.513300,    0.514, -0.882, 0.000, 0.000, 0.000,  1.200,'   1 wl:MC   1 MC   1 gf:MC   1 MC   1 MC   1 MC   1 MC    Th+'
'Th 2',      361.701800,    1.898,  0.629, 0.000, 0.000, 0.000,  0.590,'   1 wl:MC   1 MC   1 gf:MC   1 MC   1 MC   1 MC   1 MC    Th+'
'Th 2',      361.711700,    1.346,  0.080, 0.000, 0.000, 0.000,  1.100,'   1 wl:MC   1 MC   1 gf:MC   1 MC   1 MC   1 MC   1 MC    Th+'
'Th 1',      361.836300,    0.930, -0.246, 0.000, 0.000, 0.000,  1.160,'   1 wl:MC   1 MC   1 gf:MC   1 MC   1 MC   1 MC   1 MC    Th'
'Th 2',      361.970900,    1.323, -1.164, 0.000, 0.000, 0.000,  0.780,'   1 wl:MC   1 MC   1 gf:MC   1 MC   1 MC   1 MC   1 MC    Th+'
'Th 2',      362.037000,    1.559, -0.233, 0.000, 0.000, 0.000,  1.180,'   1 wl:MC   1 MC   1 gf:MC   1 MC   1 MC   1 MC   1 MC    Th+'
'Th 2',      362.111900,    1.311, -0.348, 0.000, 0.000, 0.000,  0.950,'   1 wl:MC   1 MC   1 gf:MC   1 MC   1 MC   1 MC   1 MC    Th+'
'Th 1',      362.228800,    1.337,  0.258, 0.000, 0.000, 0.000,  1.260,'   1 wl:MC   1 MC   1 gf:MC   1 MC   1 MC   1 MC   1 MC    Th'
'Th 1',      362.233400,    0.690, -0.381, 0.000, 0.000, 0.000,  0.690,'   1 wl:MC   1 MC   1 gf:MC   1 MC   1 MC   1 MC   1 MC    Th'
'Th 1',      362.279500,    0.457, -0.716, 0.000, 0.000, 0.000,  0.970,'   1 wl:MC   1 MC   1 gf:MC   1 MC   1 MC   1 MC   1 MC    Th'
'Th 2',      362.489500,    0.831, -0.825, 0.000, 0.000, 0.000,  0.970,'   1 wl:MC   1 MC   1 gf:MC   1 MC   1 MC   1 MC   1 MC    Th+'
'Th 2',      362.562800,    0.189, -0.950, 0.000, 0.000, 0.000,  1.040,'   3 wl:NZL   3 NZL   3 gf:NZL   3 NZL   3 NZL   3 NZL   3 NZL    Th+'
'Th 1',      362.589300,    0.903, -0.018, 0.000, 0.000, 0.000,  1.020,'   1 wl:MC   1 MC   1 gf:MC   1 MC   1 MC   1 MC   1 MC    Th'
'Th 3',      363.226154,    5.860, -1.270, 0.000, 0.000, 0.000,  1.280,'   2 wl:BPQZS   2 BPQZS   2 gf:BPQZS   2 BPQZS   2 BPQZS   2 BPQZS   2 BPQZS    Th+2'
'Th 2',      363.262500,    1.123, -0.930, 0.000, 0.000, 0.000,  1.650,'   1 wl:MC   1 MC   1 gf:MC   1 MC   1 MC   1 MC   1 MC    Th+'
'Th 1',      363.283000,    1.394,  0.309, 0.000, 0.000, 0.000,  0.920,'   1 wl:MC   1 MC   1 gf:MC   1 MC   1 MC   1 MC   1 MC    Th'
